url,title,menu_title,description
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_portyield_from_isr_during_a_vtasksuspendall_._1fd33f27cbj.html,portyield_from_isr() during a vtasksuspendall(). - FreeRTOS,,"portyield_from_isr() during a vtasksuspendall().Posted by sreertos on January 14, 2019I am wondering what would happen in the following scenario. Task one with lower priority is running, this task has a few lines of resource access code, which i am enlosing in a tasksuspendall – taskresumeall block to prevent context switching during a small portion.Let us …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_Does_vTaskdelay_1_delay_up_to_one_tick_or_circa_one_tick_6da9b63bb1j.html,Does vTaskdelay(1) delay up to one tick or circa one tick? - FreeRTOS,,"Does vTaskdelay(1) delay up to one tick or circa one tick?Posted by hooverphonique on January 28, 2019I have a system consisting of 3 priorities on an Atmega1281 using FreeRTOS 9.0.0. Pri 0 is the idle task and RailTask. Pri 1 is SlaveTask. Pri 2 is the software timer task. RailTask runs in a little loop …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_I_need_to_open_an_SD_card_and_read_configuration_data_before_the_TaskScheduler_is_running_635b25cf8bj.html,I need to open an SD card and read configuration data before the TaskScheduler is running - FreeRTOS,,"I need to open an SD card and read configuration data before the TaskScheduler is runningPosted by larrydew on January 2, 2019I have tried several differnet methods of creating a pxDisk object before the TaskScheduler is running. Is there a way to open an SD card using the HSMCI subsystem before the TaskScheduler. I have …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_FreeRTOS_-_STM32-_Data_in_queue_not_processed_fast_enough_697b3370d5j.html,FreeRTOS - STM32- Data in queue not processed fast enough - FreeRTOS,,"FreeRTOS – STM32- Data in queue not processed fast enoughPosted by stevend on January 14, 2019Hello, I’m new to FreeRTOS and I’ve been working on this for 2 days, that’s the reason i’m asking for your help. I have three tasks running. One is used to communicate with a bluetooth device, and the 2 others …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_vTaskDelete_understanding_problem_70ec521936j.html,vTaskDelete understanding problem - FreeRTOS,,"vTaskDelete understanding problemPosted by mailgoe on January 7, 2019Hello, I’m new to FreeRTOS and trying to simulate a Garage Door Opener, using one button to iterate between 5 states. Usual behaviour for the garage door started by a button press would be: Open –> Closing –> Closed Closed –> Opening –> Open However while moving …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_Debugging_suspended_tasks_22414aeadaj.html,Debugging suspended tasks - FreeRTOS,,"Debugging suspended tasksPosted by hillridge on January 29, 2019Warning, FreeRTOS noob here. I’m using Atmel Studio 7, a SAMG55 (M4 ARM) processor, and FreeRTOS 10.0.0 as provided by Atmel I’m trying to debug why a task is “crashing”. I know that it is due to an I2C perepheral outside the scope of this forum, but …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_FreeRTOS_Simulator_-_Eclipse_MingW_-_Crashes_e1e746eaddj.html,FreeRTOS Simulator - Eclipse+MingW - Crashes - FreeRTOS,,"FreeRTOS Simulator – Eclipse+MingW – CrashesPosted by pmtwiss on January 7, 2019Hi Everyone, New to SourceForge, and new to FreeRTOS. I am trying to use the MingW simulator provided by the RTOS zip (under demo). Tried to run the simulation of blinky, the more basic demo, (main_blinky.c), by setting: define mainCREATESIMPLEBLINKYDEMOONLY 1 Not sure why …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_FreeRTOS_port_for_RENESAS_RH850_microcontroller_093d780011j.html,FreeRTOS port for RENESAS RH850 microcontroller - FreeRTOS,,"FreeRTOS port for RENESAS RH850 microcontrollerPosted by pradipmistary on January 3, 2019Dear All, Can any one guide us to port FreeRTOS on RH850 microcontroller. FreeRTOS port for RENESAS RH850 microcontrollerPosted by d0miller on February 28, 2019You can start with the IAR — V850 demo. And reference the following link: https://blog.csdn.net/weixin_28865365/article/details/74315599 (It’s in Chinese, so google …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_how_to_update_time_after_sleep_mode_3afe6c373cj.html,how to update time after sleep mode - FreeRTOS,,"how to update time after sleep modePosted by zub on January 5, 2019Hello, I am looking for way how to update time – value of xTickCount after MCU is woken from deep sleep. I do not use tickless idle mode as I don’t want scheduler to call sleep mode but it is called by program. …"
/FreeRTOS_Support_Forum_Archive/January_2019/freertos_Lost_in_Sockets_f19c5876f8j.html,Lost in Sockets - FreeRTOS,,"Lost in SocketsPosted by oneguyindc on January 10, 2019My application sucessfully can send data via UDP sockets all day long Ocassionally when there is a back to back attempt at sending more than one UDP packet – The attempt to create a FreeRTOSsocket fails – /* Create the socket. */ xClientSocket = FreeRTOSsocket( FREERTOSAFINET, FREERTOSSOCKDGRAM, …"
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_how_to_recover_the_stack_used_by_main_._3705799.html,how to recover the stack used by main(). - FreeRTOS,,"how to recover the stack used by main().Posted by zvonko69 on May 11, 2010how to recover the stack used by main(). with winavr gcc ? how to recover the stack used by main().Posted by davedoors on May 12, 2010It is not easy to do it automatically. You can reuse the memory manually by setting up …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_A_possible_bug_at_the_WIN32_simulator_3695001.html,A possible bug at the WIN32 simulator - FreeRTOS,,"A possible bug at the WIN32 simulatorPosted by cesarverdes on May 1, 2010I think that the line: #if(USE_16_BIT_TICKS == 1 ) had to be changed to: #if( configUSE_16_BIT_TICKS == 1 ) in the portmacro.h file of the WIN32 simulator. I’m using the WIN32 simulator for study and understand FreeRTOS. I  wanted to experiment with a …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_FreeRTOS_GCC_and_ATmega32_problem_3709053.html,FreeRTOS + GCC and ATmega32 problem - FreeRTOS,,"FreeRTOS + GCC and ATmega32 problemPosted by shahhiren86 on May 14, 2010Dear Friends. I am new to AVR controller. I am trying to make a simple code using its demo version. But I am not able to buils it successfully. I got this error. Even I have tried to port it on Eclipse platform but …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Sending_different_objects_to_a_queue_3724561.html,Sending different objects to a queue - FreeRTOS,,"Sending different objects to a queuePosted by oahmad2 on May 28, 2010I am looking for the best way to pass different objects into the same queue for my lcd task.  I am using C. As an example, I am faced with sending different objects such as strings, bmps, buttons, etc to an lcdTask’s queue. Is …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_FreeRTOS_on_STR71x_GCC_3705438.html,FreeRTOS on STR71x + GCC - FreeRTOS,,"FreeRTOS on STR71x + GCCPosted by heero91 on May 11, 2010Hello everyone, I’m currently working on a project that needs FreeRTOS. This is the first time I’m using FreeRTOS (and even an OS) on my µC. I would like to get/make a version working with GCC. I have tried to use IAR but my Jtag …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_lowering_system_tick_or_timer_ISR_3705038.html,lowering system tick or timer ISR - FreeRTOS,,"lowering system tick or timer ISR Posted by zvonko69 on May 11, 2010hello atmega32, 8 mhz clock, 1 ms system tick (default) i need to service an event every 800 microseconds ( display refreshing sort of event) what would u guys recommend, separate timer ISR for this or maybe lowering the system tick value to …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_portYIELD_FROM_ISR_atmega32_3706835.html,portYIELD_FROM_ISR + atmega32 - FreeRTOS,,"portYIELD_FROM_ISR + atmega32Posted by zvonko69 on May 12, 2010hi, this is the sample code from freertos website , how do i use portYIEED_FROM_ISR with atmega32, i cant find this macro in the portable code, or can i just use taskYIELD() macro inside an ISR ? /* Timer ISR */ void vTimerISR( void * pvParameters ) …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_SWI_strenght_occurance_3725699.html,SWI strenght occurance - FreeRTOS,,"SWI strenght occurancePosted by volovique on May 29, 2010Hello all, I want to run Freertos on my AT91Sam7S128 but I encounter a problem. For current moment I remove all freertos files and only want to invoke assembler line “asm volatile (”SWI 0″) and after perform this line code my soft hang up.  I add all …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_How_to_use_vTaskGetRunTimeStats_3724835.html,How to use vTaskGetRunTimeStats - FreeRTOS,,"How to use vTaskGetRunTimeStatsPosted by oattypotter on May 28, 2010Hi all, I use freeRTOS with LPC2148 and I want to use vTaskGetRunTimeStats Please someone give me for an example . Thank you : ) How to use vTaskGetRunTimeStatsPosted by richardbarry on May 28, 2010http://www.freertos.org/rtos-run-time-stats.html gives an example on an LPC17xx, which I think is close …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_about_using_interrupts_.._3708076.html,about using interrupts .. - FreeRTOS,,"about using interrupts ..Posted by teratux on May 13, 2010Hi I’m using FreeRtos 5.2.0 , MPLAB 8.02 and the C30 compiler.   I created a main() function with the following code: xTaskHandle Handle; T1CONbits.TON = 1; /* Inicializo Hardware. */ vPortInitialiseBlocks(); xTaskCreate( vTarea, ( const portCHAR * const ) “Prueba1”, configMINIMAL_STACK_SIZE, &cProcId1, tskIDLE_PRIORITY, NULL ); portBASE_TYPE …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_freertos_and_atmega32_memory_allocation_3710173.html,freertos (and atmega32) memory allocation - FreeRTOS,,"freertos (and atmega32) memory allocationPosted by zvonko69 on May 15, 2010hi can anyone tell me where all the data is actually allocated/stored in ram, i.e. what goes where , for example , where are the variables created and initialised in task located in ram , do they end up in task stack area or what, …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_New_at91SAM3U_port_Question_on_linker_stubs._3725737.html,New at91SAM3U port: Question on linker stubs. - FreeRTOS,,"New at91SAM3U port: Question on linker stubs.Posted by dcomer on May 29, 2010I am attempting to port FreeRTOS to the at91SAM3U-EK board using the Rowley CrossWorks IDE. I am in the process of defining assembly code for the port specific MACROS. I have one issue I wonder if someone can help me with. When I …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Compiling_the_LPC2000_port_on_OS_X_3711117.html,Compiling the LPC2000 port on OS X - FreeRTOS,,"Compiling the LPC2000 port on OS X Posted by jstoezel on May 16, 2010Hello, I’ve installed the arm-elf toolchain on my MAC OS X machine following these instructions: http://www.ethernut.de/en/documents/cross-toolchain-osx.html I’m able to compile and I’ve checked the compiled file runs on my microcontroller. While compiling freeRTOS for the LPC2000 port, first of I get way …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Task_names_3703866.html,Task names - FreeRTOS,,"Task namesPosted by ksoldavin on May 10, 2010Is there a way to retrieve the name of a task after the task has been created and is running? I have a debug routine that prints out some information about the tasks I am running but I have to manually enter the name of each task. I …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_FreeRTOS_amp_watchdog_3709321.html,FreeRTOS & watchdog - FreeRTOS,,"FreeRTOS & watchdogPosted by paoloferrari on May 14, 2010Using recently FreeRTOS and I need advice: which is the best place to reset the watchdog? - In idle task - A task with lowest priority - A task with highest priority - Elsewhere Any comments are welcome Thanks Paolo FreeRTOS & watchdogPosted by edwards3 on May …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Totally_stop_FreeRTOS_3698733.html,Totally stop FreeRTOS? - FreeRTOS,,"Totally stop FreeRTOS?Posted by kuku2010 on May 5, 2010Hi all, I am using AVR32, EVK1100 kit I have a need to totally kill FreeRTOS under certain operation. I tried Disable_global_interrupt() but FreeRTOS is still running, ie, another thread is still active. If I use  vTaskSuspendAll(), I can stop the other threads, but FreeRTOS is still …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Unable_to_use_BinarySemaphore_on_Cortex-M3_3717154.html,Unable to use BinarySemaphore on Cortex-M3 - FreeRTOS,,"Unable to use BinarySemaphore on Cortex-M3Posted by rgrover1 on May 21, 2010I am working with FreeRTOS6.0.4 using GCC on a Cortex-M3. I would like to implement a driver for the UART peripheral using interrupts. I have created a binary semaphore to synchronize between the ISR and the task calling Uart_GetChar(). The interrupt handler gets called, …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Sending_queue_from_a_ISR_3714149.html,Sending queue from a ISR?? - FreeRTOS,,"Sending queue from a ISR??Posted by tjohansen on May 19, 2010Hallo I have problems sending messages from a ISR to a task. Im using RTOS 5.1.2, KEIL and a LPC2478 MCU. On a external interrupt I do have to invoke a task. The task is waiting on a massage with a xQueueReceive(). The message is …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_lt_terminated_gt_OpenOCD_Programmer_3697180.html,OpenOCD Programmer - FreeRTOS,,"OpenOCD ProgrammerPosted by pattenyl on May 4, 2010Hi I have installed Eclipse 3.5(Galileo) C++, I have installed FreeRTOS 6.0.4 to C:/FreeRTOS, I have installed Debugger and CodeSourcery G++. I have a LM3S8962 Luminary evo board. I get the demo project compile. But I can’t get the binary programmed to my evaluation board. The only output …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_transferring_large_data_via_queue_-_Design_3701501.html,transferring large data via queue - Design - FreeRTOS,,"transferring large data via queue – DesignPosted by oahmad2 on May 7, 2010I have an application where I need to write large being transferred between two tasks: a producer and a consumer.  To make it more efficient, I want to abide by the design given in the FreeRTOS Practical Guide and use pointers to the …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_FreeRTOS_port_for_LPC3250_3708047.html,FreeRTOS port for LPC3250? - FreeRTOS,,"FreeRTOS port for LPC3250?Posted by mschwarzi on May 13, 2010Hi there! Has anybody ported FreeRTOS to the LPC3250 µC using GCC? This is a ARM926EJ-S core…… -> FreeRTOS port including the MPU support! ? Are there any hints for porting? I think the STR9 (ARM9) port could be adapted for this case? Because the cores …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Making_a_Task_wait_on_2_queues_semaphores_3709634.html,Making a Task wait on 2 queues/semaphores - FreeRTOS,,"Making a Task wait on 2 queues/semaphores Posted by oahmad2 on May 14, 2010I am designing my software and I have a situation where my task has to wait on 2 queues, so that if either queue has data, the task can unblock.  If I put the blocking statements one after the other, then the …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_FreeRTOS_uIP_MCF51CN_GCC_3706725.html,FreeRTOS + uIP + MCF51CN + GCC - FreeRTOS,,"FreeRTOS + uIP + MCF51CN + GCCPosted by *anonymous on May 12, 2010Hi All, I’ve ported Demo for mcf51cn from codewarrior to gcc. What are my next steps to commit sources? It works however there are few problems so i’m looking for someone to give it a fresh look. thanks Li FreeRTOS + uIP + …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_NXP_1766_LED_control_3720219.html,[NXP 1766] LED control - FreeRTOS,,"[NXP 1766] LED controlPosted by cmsydney on May 25, 2010Hi I started using FreeRTOS on Cortex M3 NXP 1766. I found example projects: /wp-content/uploads/2019/07/index.html?http://www.freertos.org/Documentation/code/ Now I’m trying to modify the source code to control leds on board. I took Example 1. I removed the creation of Task2. I modified Task1 by addong following lines: for( …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_problem_with_COSMIC_compiler_3707841.html,problem with COSMIC compiler - FreeRTOS,,"problem with COSMIC compilerPosted by quetscheblo on May 13, 2010Hello, I am trying to use the HCS12 Metrowerks example with the COSMIC compiler. I have made all adaptions to meet the compiler specific extentions (like _asm instead of __asm …) so I see no problems till this point. But when I try to call the …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_CAN-bus_driver_to_LM3S8962_3698224.html,CAN-bus driver to LM3S8962 - FreeRTOS,,"CAN-bus driver to LM3S8962Posted by pattenyl on May 5, 2010Hi Has anyone done a CAN-bus driver to FreeRTOS and Luminary Micro LM3S8962? If not, are there any generic CAN-bus api for FreeRTOS where I can implement the lowlevel driver? Thanks in advance Patrik CAN-bus driver to LM3S8962Posted by davedoors on May 5, 2010Luminary have a …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_msp430fg4618_IAR_warning_3721733.html,msp430fg4618 + IAR warning - FreeRTOS,,"msp430fg4618 + IAR warningPosted by pvadim on May 26, 2010Hi all, I have a problem on simulating FreeRTOS V6.0.4  with msp430fg4618 on IAR . When I build the project , appears many warnings like : { Warning: Only 16bit will be pushed to the stack. Use size specifier to avoid warning.  } in ” portasm.h” …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_M52235DEMO_compile_problem_3697997.html,M52235DEMO compile problem - FreeRTOS,,"M52235DEMO compile problemPosted by caioreia on May 4, 2010Hi everybody I`m having a problem with the Freescale M52235DEMO compilation. I followed the port /wp-content/uploads/2019/07/index.html?http://www.freertos.org/MCF52233-RTOS-Demo-With-WEB-Server-Using-GCC-and-Eclipse.html And the followed the pdf documentation. http://www.cambridgeimaging.co.uk/downloads/Coldfire%20IDE.pdf so I went to Freescale`s forum and then here, but I couldn`t find the solution. I use a windows 7 and tried in another …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Lattice_Mico32_3714862.html,Lattice Mico32 - FreeRTOS,,"Lattice Mico32Posted by jonenst on May 19, 2010Hi, I would like to use the community port of FreeRTOS on a Lattice Mico32. I downloaded the files available at /wp-content/uploads/2019/07/index.html?http://interactive.freertos.org/forums/104358-lattice. I tried to buid this with the version of FreeRTOS 4.7.0 (what it was created for). There are some missing include files : #include “system_conf.h” #include …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_IAR_compiler_internal_error_while_compiling_3712288.html,IAR compiler internal error while compiling - FreeRTOS,,"IAR compiler internal error while compilingPosted by *anonymous on May 17, 2010IAR C/C++ Compiler for MSP430 5.10.1  (5.10.1.20144) I get an illegal state internal error when attempting to compile the Task.c file (everything else compiles fine) Internal Error: : Illegal state The kick start version of IAR (MSP430 version) works fine. IAR compiler internal error …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_How_long_is_task_changing_3696619.html,How long is task changing - FreeRTOS,,"How long is task changingPosted by oattypotter on May 3, 2010I’m sorry about my language. I’m Thai and my English is really bad. I try to port FreeRTOS with LPC2148. And then I create 2 tasks. The first task set P1.22 and another clear P1.22. But I want to know how’s long when 1st task …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Help_with_HCS12_demo_project_3699491.html,Help with HCS12 demo project - FreeRTOS,,"Help with HCS12 demo projectPosted by rodneyks on May 6, 2010HI, I am trying to build the demo project “HCS12_CodeWarrior_banked” with freescale codewarrior 5.9.0;  The first issue I get , is when i load the file i get message stating project was built using “Processor expert stationary”, after excepting this and using make command I …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_FreeRTOS_on_MSP430_using_CCE_3709389.html,FreeRTOS on MSP430 using CCE - FreeRTOS,,"FreeRTOS on MSP430 using CCEPosted by *anonymous on May 14, 2010I’d like to get FreeRTOS running on an MSP430 processor using Code Composer Essentials v3.1.  I found an example of just this at http://www.westmorelandengineering.com/toc.htm.  Specifically I’m working with http://www.westmorelandengineering.com/FreeRTOS_MSP430_CCE/FreeRTOS_Demo.zip.  When I try to open it with CCE I get an error that the workspace “was …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_How_to_insert_multiple_items_in_a_Queue_3724710.html,How to insert multiple items in a Queue? - FreeRTOS,,"How to insert multiple items in a Queue?Posted by fojtik on May 28, 2010Is there any effective way, how to insert  many messages into a Queue? I have found only a way to call “xQueueSendToBack” repeatedly. But this causes some overhead, because implementation of “xQueueSendToBack” is quite complex.     On the other side the Queue …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_ISR_semaphore_help_on_PIC18F_3700891.html,ISR/semaphore help on PIC18F - FreeRTOS,,"ISR/semaphore help on PIC18FPosted by rjcitw3656 on May 7, 2010Hi all, I am new to FreeRTOS but I really need to get to grips with it so any help anyone can give me will be much appreciated. I am using the PIC18 port on a PIC18F4680 and I am having trouble with the UART interrupt …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Starting_freeRTOS_from_a_bootloader_3712161.html,Starting freeRTOS from a bootloader - FreeRTOS,,"Starting freeRTOS from a bootloaderPosted by jstoezel on May 17, 2010Hi, My ARM7 board comes with a USB bootloader preloaded in flash. I am able to compile and run applications that are I can burn and invok in/to flash by the bootloader. My application runs freeRTOS, so I would like freeRTOS to start booting once …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_kernal_and_syscall_interrupt_priority_3721297.html,kernal and syscall interrupt priority - FreeRTOS,,"kernal and syscall interrupt priorityPosted by sloren on May 26, 2010Hi, I have a problem with configKERNEL_INTERRUPT_PRIORITY and configMAX. I’m using port for Cortex-M3 architecture. I’m using following set of configuration parameters: #define configKERNEL_INTERRUPT_PRIORITY 255 #define configMAX_SYSCALL_INTERRUPT_PRIORITY 191 /* equivalent to 0xb0, or priority 11. */ which is the standard configuration of the kernel. I …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_save_restore_context_3726858.html,save restore context - FreeRTOS,,"save restore contextPosted by userrtos on May 31, 2010Hi, I used the source code of RTOS to save restore context but I get error when compiling. #define BACKUP_CTX(sp)       asm volatile (""push   r0                  nt""                  ""in      r0, __SREG__         nt""                  ""cli                     nt""                  ""push   r0                  nt""                  ""push   r1                  nt""                  ""clr   r1                  nt""                  …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_openRTOS_plugin_-_will_it_work_w_freeRTOS_3704075.html,openRTOS plugin - will it work w/ freeRTOS? - FreeRTOS,,"openRTOS plugin – will it work w/ freeRTOS?Posted by oahmad2 on May 10, 2010Hi, I am using freeRTOS.org version v6.0.0 under Code-Red Suite 3 NXP Edition on an LPC1768.  As part of the download, I also got the rtos.openrtos.viewer_1.0.10.jar and followed the document “OpenRTOS APPLICATION NOTE: #34-185-AN-001 – Installing and Using the OpenRTOS Eclipse Plug-In” …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_automotive_developer_using_Free_RTOS_3706498.html,automotive developer using Free RTOS - FreeRTOS,,"automotive developer using Free RTOSPosted by asugix on May 12, 2010What company use FreeRTOS? something like automotive or plane industry?"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Run_Time_Statistics_3702313.html,Run Time Statistics - FreeRTOS,,"Run Time StatisticsPosted by oattypotter on May 8, 2010How can i use vTaskGetRunTimeStats() I’ve already set as same as manual. But I got a false result. Thank You Run Time StatisticsPosted by davedoors on May 8, 2010Like so many posts here, there is not enough information given to allow people to provide a useful answer. …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Data_sharing_btwn_2_tasks_-_Best_Design_3709630.html,Data sharing btwn 2 tasks - Best Design? - FreeRTOS,,"Data sharing btwn 2 tasks – Best Design?Posted by oahmad2 on May 14, 2010I have two tasks A and B and I am looking for the best design mechanism using queues and/or semaphores to allow A to query B and then retrieve the data from B. Do you have a better method of doing this?  …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Frertos_and_code_composer_4_3720234.html,Frertos and code composer 4 - FreeRTOS,,"Frertos and code composer 4Posted by tuttoaldoc on May 25, 2010Hi, I’m working on a luminary cortex m3 with code composer 4 and I found that there is no port available up to now of the freertos on ccs4. I searched on the forum and i did’nt find anything about so i would like to …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Save_energy_save_the_world_3696793.html,"Save energy, save the world - FreeRTOS",,"Save energy, save the worldPosted by cesarverdes on May 4, 2010I’ve noted that when the system uses co-routines it’s dificult to know when send the CPU to sleep. As I could understand, the documentation suggests to include the vCoRoutineSchedule() call into the vApplicationIdleHook() function, setting configUSE_IDLE_HOOK to 1. I reference the “Scheduling the co-routine” topic …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Using_Nios_demo_project_on_custom_FPGA_design_3698959.html,Using Nios demo project on custom FPGA design - FreeRTOS,,"Using Nios demo project on custom FPGA designPosted by dsmhmm on May 5, 2010I am trying to get the demo for the Nios ii running on my own board design.  I am using a cyclone III similar to the one on the reference board used for the demo project.  Having said that, it is a …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Using_an_ISR_-_Semaphore_to_unblock_a_task_3698275.html,Using an ISR - Semaphore to unblock a task - FreeRTOS,,"Using an ISR – Semaphore to unblock a taskPosted by stmiko on May 5, 2010Hello, I´ve got some “problems” with the named topic. I using a task to calculate some date which i get from an ISR.  When the task is blocked with vTaskDelay it works without problems, but i want to start the task …"
/FreeRTOS_Support_Forum_Archive/May_2010/freertos_Retrieving_task_names_from_TCB_3724316.html,Retrieving task names from TCB - FreeRTOS,,"Retrieving task names from TCBPosted by ajlennon on May 28, 2010Hi there, I’m using FreeRTOS with an ATMega1280 based project. I’m trying to optimise heap and stack usage as the device is fairly memory constrained. So I’m making use of  uxTaskGetStackHighWaterMark(xTaskHandle). I don’t really want to use more RAM to store the task names, but …"
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/FreeRTOS_Support_Forum_Archive/June_2006/freertos_Kernel_Awareness_1510390.html,Kernel Awareness - FreeRTOS,,"Kernel AwarenessPosted by nobody on June 1, 2006Are there any kernel awareness plug-ins available for freeRTOS e.g. for GDB/Insight ? Kernel AwarenessPosted by richardbarry on June 1, 2006I have a little javascript that allows you to see the tasks states from within the CrossWorks IDE.  It works, but requires a bit of work yet.  There …"
/FreeRTOS_Support_Forum_Archive/June_2006/freertos_FreeRTOS_Demo_apps_on_the_Keil_MCB2100_1525429.html,FreeRTOS + Demo apps on the Keil MCB2100 - FreeRTOS,,"FreeRTOS + Demo apps on the Keil MCB2100Posted by nobody on June 26, 2006Hi, When I try to run FreeRTOS + Demo apps on the Keil MCB2100, I get some strange results that do not occur when I use simulation. In particular, I get stuck around 0x7FFE252 in the dissasembly and it just hangs in …"
/FreeRTOS_Support_Forum_Archive/June_2006/freertos_OT_Dynamically_loading_modules_1524810.html,OT: Dynamically loading modules - FreeRTOS,,"OT: Dynamically loading modulesPosted by nobody on June 25, 2006Hello all FreeRTOS users, I’m about to start my little project for developing an AVL (Automated Vehicle Location) solution using the LPC2106. Do you know of a way to dynamically load a module from an SD card? The reason for this is detailed below and it’s …"
/FreeRTOS_Support_Forum_Archive/June_2006/freertos_lwIP_Rowley_demo_on_SAM7X_1521342.html,lwIP Rowley demo on SAM7X - FreeRTOS,,"lwIP Rowley demo on SAM7XPosted by nobody on June 19, 2006I can’t even seem to set this demo loaded, keep getting ""loader verify failed"". I’m using Crossstudio 1.6 with a IAR jlink jtag (Seggar I think)and a brand new AT91SAM7X256-EK. I’ve used other programs written with crossworks and they all load & debug well using …"
/FreeRTOS_Support_Forum_Archive/June_2006/freertos_AT90CAN128_port_1511629.html,AT90CAN128 port - FreeRTOS,,"AT90CAN128 portPosted by nobody on June 5, 2006Hi, I am trying to run the Freertos demo for at90can128 on IAR compiler. I made some changes related to uart and timer registers accordying to the documentation. I try to run a board with avrstuido and some createtasks (those related to serial port on comtest.c) return errCOULD_NOT_ALLOCATE_REQUIRED_MEMORY. …"
/FreeRTOS_Support_Forum_Archive/June_2006/freertos_Code_composer_studio_port_1522028.html,Code composer studio port - FreeRTOS,,"Code composer studio portPosted by nobody on June 21, 2006Any chance that there is a version of freeRTOS or the MSP430 built with the TI Code Composer essentials? I have tried to build with both the Rowley and GCC versions of code, so far the Rowley looks like the best fit, however I get the …"
/FreeRTOS_Support_Forum_Archive/June_2006/freertos_SDIO_802.11_support_1511763.html,SDIO 802.11 support - FreeRTOS,,"SDIO 802.11 supportPosted by obilix on June 6, 2006Hi All, I’m using FreeRTOS for a product using the arm7 processor (LPC2148). I am hoping to use the SDIO interface to drive an 802.11 card. This is mostly due to the small number of interface pins needed. Does anyone know of a company that I can …"
